Item,Price,Rating,Number_of_reviews,Status,Image_link
"Merkury Innovations Smart RGB Strip Lights, 16ft, Sound-Sync",12.$.88,2.9,91.0,Out of stock,https://i5.walmartimages.com/asr/e19bf4f9-1205-491e-b445-7325c9391f65.a21bf1adb1aa4e6c04a639c65a758b62.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Monster LED 6.5ft Multi-Color Color Flow Light Strip, Indoor, Flash Mode Remote, Corded Electric",9.$.00,4.2,132.0,Out of stock,https://i5.walmartimages.com/asr/1286d28f-8af7-4eb3-939f-44fee3055e8a.541be0e9586fbeda63f31758467875df.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Microsoft Surface Laptop Copilot+ PC 13.8"" Touchscreen Snapdragon X Elite Processor 16GB RAM 512GB SSD (7th Edition) Graphite","1,399.$.99",,,Out of stock,https://i5.walmartimages.com/asr/d666e1a0-4ce0-431c-ab0d-182aabab423d.12a762b45ac91486edbe6a4cdf50dd7a.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"TCL 85"" S Class 4K UHD HDR LED Smart TV with Google TV (NEW 2024) - 85S551G",798.$.00,,,Out of stock,https://i5.walmartimages.com/asr/4ab089af-800c-4a33-ba4f-2231b0e7cb43.8d0ac24476d5e2030c5c0f51028442bb.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
ASUS Vivobook Go 15.6 inch Laptop Intel Core i3-N305 8GB RAM 128GB UFS Cool Silver,279.$.00,5.0,3.0,Out of stock,https://i5.walmartimages.com/asr/6b48323a-d363-4d18-bc27-a0688440603f.904534b81c8e6f2b02647b0e2b0d60db.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"TCL 75"" S Class 4K UHD HDR LED Smart TV with Google TV (NEW 2024) - 75S551G",528.$.00,,,Out of stock,https://i5.walmartimages.com/asr/2366829b-749b-4144-832a-1d4ff22b6026.2e53dc7e4b37d352d272acd2654b88be.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
Logitech MX Mechanical Wireless Illuminated Performance Keyboard,132.$.97,2.0,4.0,Out of stock,https://i5.walmartimages.com/seo/Logitech-MX-Mechanical-Wireless-Illuminated-Performance-Keyboard_f1374237-9407-4e8e-9bae-bad881ca0a13.c6805d3d13ed1f1ed3c9637e4d36391d.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Microsoft Surface Laptop 7 13.8"" Touchscreen Laptop, Qualcomm Snapdragon X Plus X1P-64-100, 512GB SSD, Windows 11 Home","1,199.$.99",,,Out of stock,https://i5.walmartimages.com/asr/67e1fb41-684e-405d-8593-3c97a427ab66.900cc93a2e6aacffe254062223928a88.webp?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"TCL 43"" Q Class 4K UHD HDR QLED Smart TV with Google TV (NEW 2024)  43Q651G",278.$.00,5.0,1.0,Out of stock,https://i5.walmartimages.com/asr/97020acc-63ed-4737-9719-e7f7d8d1c069.cb07b77da7dd9118e6562fdcae94bda8.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"MSI Claw 7"" 120Hz FHD Handheld Touchscreen Gaming Console Intel Core Ultra 5-135H 16GB RAM 512GB SSD Intel Arc Graphics - Intel Core Ultra 5-135H Tetradeca-core - 120 Hz Refresh Rate - 1920 x 1080 ...",655.$.99,5.0,1.0,Out of stock,https://i5.walmartimages.com/seo/MSI-Claw-7-120Hz-FHD-Handheld-Touchscreen-Gaming-Console-Intel-Core-Ultra-5-135H-16GB-RAM-512GB-SSD-Arc-Graphics-Tetradeca-core-120-Hz-Refresh-Rate-1_3b386916-d709-4ef7-8f1a-affdc3815a40.84cf5b75b31e89b0483ed6d22edca061.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Mobile Pixels DUEX Max DS 14.1-In. IPS LCD Slide-out Display for Laptops, 101-1007P06",214.$.52,5.0,1.0,Out of stock,https://i5.walmartimages.com/asr/14b3d95d-ebc3-4a97-b69d-120be09cbcb7.a3f425b9f8c3c836b7d4166c9d598a66.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"New HP 17t-cn200 17.3"" HD High Performance Laptop(Intel Core i7-1255U, 16GB RAM, 1TB SSD, Intel Iris Xe,  Bluetooth, Windows 11 Pro) with Touchscreen,Silver",899.$.00,,,Out of stock,https://i5.walmartimages.com/seo/New-HP-17t-cn200-17-3-HD-High-Performance-Laptop-Intel-Core-i7-1255U-16GB-RAM-1TB-SSD-Intel-Iris-Xe-Bluetooth-Windows-11-Pro-Touchscreen-Silver_e03c863b-c63b-461d-8017-d9ad5b3e7d7a.fbda755ffe4f3c14360b085463e275a5.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
AT&T Apple iPhone 15 128GB Black,21.$.64/month,5.0,1.0,Out of stock,https://i5.walmartimages.com/seo/AT-T-Apple-iPhone-15-128GB-Black_cef93f3f-12a3-42ef-bac9-49564807a10d.f72a0ebba79e327024f18cfc932116b5.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"TCL 65"" Q Class 4K UHD HDR QLED Smart TV with Google TV (NEW 2024)  65Q651G",498.$.00,5.0,1.0,Out of stock,https://i5.walmartimages.com/asr/93b2f65b-fa1d-4858-b041-779c28c5d6cd.e2468bede8dd902f67d6b87642efefd6.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"SAMSUNG 43"" Smart Monitor M7 (M70D) 4K UHD with Streaming TV, Speakers and USB-C",419.$.99,,,Out of stock,https://i5.walmartimages.com/asr/15082e56-df10-4633-8664-f47244d82120.43bf41a1ebea122366c2cddc9fb61e2f.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
LG gram 16 inch WQXGA Laptop Intel Core i7-1360P Intel Evo Edition 16GB RAM 512GB SSD Black,948.$.00,,,Out of stock,https://i5.walmartimages.com/asr/1227712c-049d-4bc7-9047-14625331c2c1.ff004621ebd4a49a7962916d1da0ed5c.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
Motorola Razr 2023 8/128GB (Unlocked),560.$.00,4.5,53.0,Out of stock,https://i5.walmartimages.com/asr/49329b25-c02b-4198-a315-534fa6cc1dc3.5adbf1aecfd69d6c7d344ddd6eef10c6.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Hisense 55-Inch Class U7 Series Mini-LED Pro ULED 4K UHD Google Smart TV (55U7N) - QLED Quantum Dot Color, Dolby Vision, Native 144Hz, Up to 1500-Nit, Full Array Local Dimming, Motion Rate 480",598.$.00,4.8,23.0,Out of stock,https://i5.walmartimages.com/asr/84f0ea96-8ec3-47b5-828d-cd5a896f37d0.811e703df6cf4eb6369583cf027a7d02.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Vivitar RGB Neon Tube Wall Light with Remote, Light Reacts to Music, Tubes Allow Different Configurations",28.$.88,4.2,98.0,Out of stock,https://i5.walmartimages.com/asr/124205a1-9e93-4eb2-85d7-4daa646708e7.2afacfc87110ef481a98f2e1b2a11e44.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"onn. 8"" Kids Tablet, 32GB, (2024 Model) - Blue",99.$.00,4.8,31.0,Out of stock,https://i5.walmartimages.com/seo/onn-8-Kids-Tablet-32GB-2024-Model-Blue_25fc1b84-a0bc-4330-87d3-d4a90d0d205b.80dd1bc34088c550c928f588f56adc99.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Lenovo V15 G3 Home/Business Laptop ,15.6"" FHD,Intel Core i5-1235U,40 GB RAM,1 TB SSD,Webcam, HDMI,Bluetooth, Wi-Fi,Windows 11 Home,Black",,,,Out of stock,https://i5.walmartimages.com/seo/Lenovo-V15-G3-Home-Business-Laptop-15-6-FHD-Intel-Core-i5-1235U-40-GB-RAM-1-TB-SSD-Webcam-HDMI-Bluetooth-Wi-Fi-Windows-11-Home-Black_d67ae4a5-8245-4245-8ce2-deb52aadb025.75c330076aca2c8855ac02a652c3d494.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
SAMSUNG 43 Class LS03D The Frame QLED HDR QN43LS03DAFXZA 2024,897.$.99,4.6,44.0,Out of stock,https://i5.walmartimages.com/asr/96597279-fad3-4c71-912d-80f0ad6229ae.74f8762fdf2b675b319fbc29a9797dd0.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"SAMSUNG 27"" Odyssey OLED G6 (G60SD) QHD 360Hz 0.03ms FreeSync Premium Pro Gaming Monitor with Sleek Metal Design",897.$.69,,,Out of stock,https://i5.walmartimages.com/asr/2165dbe3-5791-4b1f-8056-1ca1053ec020.0f4e16ce1752ff9d671a971207bb547c.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Hisense 75-Inch Class U6 Series Mini-LED ULED 4K UHD Google Smart TV (75U6N) - QLED Quantum Dot Color, Dolby Vision, Full Array Local Dimming, Game Mode Plus",798.$.00,5.0,5.0,Out of stock,https://i5.walmartimages.com/asr/bc6a2271-9fe4-42ac-af85-c65f369b3f01.ca0c196be11609abd1cf28a9688aeba8.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"SAMSUNG 32"" Smart Monitor M8 (M80D) 4K UHD with Streaming TV, Speakers, USB-C, Ergonomic Stand and SlimFit Camera",699.$.99,,,Out of stock,https://i5.walmartimages.com/asr/c730abd1-44c2-4e92-9428-c962f917ef04.98a3609c438bd17c65a999f1cf11a3c6.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
Belkin Advanced Surge Protector - 12 Outlet Surge Protector with USB Charging,37.$.95,5.0,15.0,Out of stock,https://i5.walmartimages.com/asr/196720e6-c726-435b-b475-c4cc1d85210e.be6c0e6a653154e66975c438d4469afb.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"TCL 55"" Q Class 4K UHD HDR QLED Smart TV with Google TV (NEW 2024)  55Q651G",368.$.00,5.0,2.0,Out of stock,https://i5.walmartimages.com/asr/4a6ec9ea-de5b-4b3f-a515-8f9668bf35ff.565e7da09ec38ec33499c24e24abaaae.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
Lenovo Laptop IdeaPad Slim 3 AMD Ryzen 5 PRO 7530U 16GB Memory 512 GB NVMe SSD AMD Radeon Graphics 15.6'' Touchscreen Windows 11 Home 64-bit 82XM0032US,579.$.00,,,Out of stock,https://i5.walmartimages.com/asr/75dd15ba-0bc2-46f2-8a0a-eae6cdf6a00c.fcc4e7d7dcaa6b088d77f4291294c7e9.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Logitech Wireless Presenter R400, Wireless Presentation Remote Clicker with Laser Pointer, Black",23.$.99,4.6,40.0,Out of stock,https://i5.walmartimages.com/asr/90ad4bcb-0f7c-4184-a8e3-b26fcb4a28c4_1.b30011dac9578734baf7e34ff6536433.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Bose SoundLink Max Waterproof Wireless Bluetooth Portable Speaker, Black",399.$.00,4.8,90.0,Out of stock,https://i5.walmartimages.com/seo/Bose-SoundLink-Max-Waterproof-Wireless-Bluetooth-Portable-Speaker-Black_55a56888-c99a-4e8b-b976-94fe61e8b36f.b8cb664a849e24ed8df69092f0e7e43a.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
motorola edge+ 2023 512GB (Unlocked),660.$.00,,,Out of stock,https://i5.walmartimages.com/asr/ec122b25-21d5-46f2-a408-37765bc2c63e.1f5229176b433a3e02cc2d043a1bb897.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"SAMSUNG 32"" Smart Monitor M7 (M70D) 4K UHD with Streaming TV, Speakers and USB-C",399.$.99,,,Out of stock,https://i5.walmartimages.com/asr/e49825a3-631b-4dad-90f2-adb561fba18f.6b0cdccc1b2837dd6d663b46861d5248.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"TCL 55"" S Class 4K UHD HDR LED Smart TV with Google TV (NEW 2024) - 55S551G",278.$.00,,,Out of stock,https://i5.walmartimages.com/asr/4ce84c05-ee3b-4b1c-b43d-fb49744d9498.35917029709ea8b64b95e176865226b7.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
Razr+ 2023 8/256GB (Unlocked),790.$.00,,,Out of stock,https://i5.walmartimages.com/asr/ed566ae4-0fad-4dc1-a06c-54a3f3d4f0e1.0a4b95baf2a056824749f5fca9a95142.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"SAMSUNG 32"" Smart Monitor M7 (M70D) 4K UHD with Streaming TV, Speakers and USB-C",399.$.99,,,,./index8_files/b8469dad-9f08-4fdf-a685-b499f060f079.a0006f71cc35ee2ea5151413bf93f24b.jpeg
"SteelSeries Arena 7 Illuminated 2.1 Gaming Speakers  2-Way Speaker Design  Powerful Bass, Subwoofer  Reactive RGB Lighting  USB, Aux, Optical, Wired  Bluetooth  PC, PlayStation, Mobile, Mac",299.$.00,4.9,17.0,,./index8_files/8ac4a5bb-d69e-401f-b7fe-1ea538617713.3fc15b450e41b877f33599da40a4240e.jpeg
"Hisense 65-Inch Class U6 Series Mini-LED ULED 4K UHD Google Smart TV (65U6N) - QLED Quantum Dot Color, Dolby Vision, Full Array Local Dimming, Game Mode Plus",598.$.00,5.0,8.0,,./index8_files/f1baa20f-55ca-45da-a2af-9ed4e574c93b.7f41dff70fa9d246cb3870dbf0822a08.jpeg
Motorola Edge 2023 8/256GB (Unlocked),406.$.05,4.0,39.0,,./index8_files/39159c38-14e9-44ef-956a-b5b21038d632.f9e0150f9e0f056e09002c4c7a4122ee.jpeg
MSI Summit 13.3 inch Touch 2-in-1 Laptop Intel Core Ultra 7-155H Intel Evo Edition 16GB RAM 1TB NVMe SSD Stylus Included Black,999.$.00,,,,./index8_files/cc99f9b1-58b6-4f74-ba49-f128173b8014.0ceaab11337926b28e6ad0b30678584e.jpeg
"Straight Talk Apple iPhone 15 Plus, 256GB, Green - Prepaid Smartphone","1,029.$.00",2.1,7.0,,./index8_files/8b2589ee-408b-4336-a4e3-998c6f47826d.d70e1d2b0e1c822cd8d1b8f6cfbc8cbe.jpeg
"TCL 55"" Q Class 4K UHD HDR QD-Mini LED Smart TV with Google TV (NEW 2024)  55QM751G",698.$.00,,,,./index8_files/97c7fb31-3252-4a7f-a8f9-d0eae81608ca.b161f5a98aa86aba74eddf737f45f484.jpeg
moto g stylus 5G 2023 256GB (Unlocked),295.$.00,4.2,72.0,,./index8_files/78b9bb5f-94a6-4390-9257-5b0b73adcecb.391a83e7ae814e0305931a6012273867.jpeg
"Razer Cobra Pro Lightweight Wireless PC Gaming Mouse with Razer Chroma RGB, Customizable Controls, 77g, Black",109.$.99,4.8,23.0,,./index8_files/d00c5c3d-f3fc-48a6-b1d8-49b223778807.c72c5b3a425efcf1940f833032f8b274.jpeg
"eufy Security Smart Lock C210 5-in-1 Keyless Entry Door Lock, Built-in Wi-Fi, No Bridge Required",79.$.98,3.0,2.0,,./index8_files/1057d6a0-f9bb-497b-9cce-4eb72de023f5.8575d89774d228bf3352dcb59f485854.jpeg
"Hisense 55-Inch Class U8 Series Mini-LED Pro+ ULED 4K UHD Google Smart TV (55U8N) - QLED Quantum Dot Color, Dolby Vision, Native 144Hz, Full Array Local Dimming, Motion Rate 480",798.$.00,4.2,5.0,,./index8_files/3a08d34b-cc0b-4c4c-8649-b65503857b65.83fe8a32dd5a32a3d5d4b9d3bf8c5516.jpeg
"TCL 65"" Q Class 4K UHD HDR QD-Mini LED Smart TV with Google TV (NEW 2024)  65QM751G",898.$.00,,,,./index8_files/b26d9974-13b3-44a5-aee0-39445c7086c2.3367310158c0fcd09d7c9a038dbd76d7.jpeg
"SteelSeries Apex Pro TKL Wireless Mechanical Gaming Keyboard  Tenkeyless  RGB  USB-C - PC, Mac",189.$.99,4.4,7.0,,./index8_files/05c5747a-bb7e-4186-abf5-f4e70861608f.2ea0afe85ba948514d49ea67c0dc94e7.jpeg
"eufy Security SoloCam S230 Wireless 2K Solar Powered Camera w/Spotlight, No Monthly Fee",129.$.99,4.8,23.0,,./index8_files/e922cf53-70b9-4f6e-91d9-a5a5a249c05b.5b93a2fab39b6de083cdcc623b888967.jpeg
"SAMSUNG 27"" Smart Monitor M5 (M50D) FHD with Streaming TV and Speakers",279.$.99,,,,./index8_files/b1cc1d90-cc38-4f2b-8524-f9c513ff213f.e5b5cbdb4e93210f86c42a2211f904db.jpeg
"TCL 75"" Q Class 4K UHD HDR QLED Smart TV with Google TV (NEW 2024)  75Q651G",698.$.00,,,,./index8_files/c269f1ed-b33b-4b69-a9f7-f6a2eda5c26c.184ca52430ba14a45e309f1014de71ce.jpeg
"j5create USB-C Dual 4K HDMI Dock Without PD 3.1 Pass Through Charging (5.12x5.12 in and 14.7 oz), JCD3198",86.$.99,4.3,21.0,,./index8_files/534c3a1c-b97a-445d-adbc-2134fdb936e6.57a590701f898d33d07a4bfb94913f28.jpeg
"Straight Talk Apple iPhone 15, 128GB, Yellow - Prepaid Smartphone",829.$.00,5.0,1.0,,./index8_files/330f7f9a-2b2c-4cdf-9746-d96a5d455211.b43f1a112efa664d81ab0318d37b848e.jpeg
"Mobile Pixels Inc. Geminos 1080p 24-In. Dual-Screen Desktop Monitor, 116-1001P01",695.$.42,3.6,40.0,,./index8_files/e799684f-ac38-4a42-8b4d-dfd2fceede5b.bf3e0ab130988977505c514605d7344f.jpeg
Hisense 50-Inch Class A7 Series Dolby Vision HDR 4K UHD Google Smart TV (50A7N),248.$.00,4.9,23.0,,./index8_files/48bcb534-b73d-4697-b9b5-87483e575b4d.ce20de86c67452056480e5938e4934d6.jpeg
"Microsoft Surface Laptop Copilot+ PC 13.8"" Touchscreen Snapdragon X Plus Processor 16GB Memory 256GB SSD (7th Edition) Platinum",999.$.99,,,,./index8_files/8e6e0a02-25d3-4bc7-a263-cc109a8c8e24.7d136fbc214783d8159559dfb64f03e9.jpeg
"MP TRIO 2.0 13.3-In. 1080p Portable Laptop Monitors, 101-1003P04",384.$.19,,,,./index8_files/2bd33532-5833-4961-9f86-2d2f4db3bd2f.06484d0d1ba0a58c6cd41defd98a52c1.jpeg
"TCL 50"" S Class 4K UHD HDR LED Smart TV with Google TV (NEW 2024) - 50S551G",258.$.00,,,,./index8_files/32428734-7857-4a2a-ab09-76b1993afe55.2b7ce1d1d6c109818ba80a1f3988d38e.jpeg
"Razer Naga V2 HyperSpeed Wireless MMO Gaming Mouse for PC, 19 Buttons, 2.4GHz, Bluetooth, Black",99.$.99,4.4,23.0,,./index8_files/1896545a-9013-4b97-8c9d-5095629dd45c.2827c6d7903b14682522578cc6bdd223.jpeg
"TCL 50"" Q Class 4K UHD HDR QLED Smart TV with Google TV (NEW 2024)  50Q651G",348.$.00,,,,./index8_files/740d9672-ec93-437a-9d9c-9cae7d9db62e.c18e9b73f6d6f6ad46d8ed8f70155a81.jpeg
"j5create USB-C Dual 4K HDMI 10Gbps Mini Dock (2.24x5.8in and 4oz) 100W, JCD398",85.$.00,4.6,20.0,,./index8_files/2b969f4d-5321-4579-9181-c88aac50c9e4.e49d492b5f29170c8bf7076a9813bad1.jpeg
"Microsoft Surface Pro Copilot+ PC Touchscreen 13"" LCD Snapdragon X Plus Processor 16GB RAM 256GB SSD (11th Edition) Platinum",999.$.99,,,,./index8_files/8b0767c1-3020-4663-9eaf-d1ea5abde4df.99c2a326ddfb7cbbbd7d6952acc89ea8.jpeg
"Arzopa 15.6'' 144Hz Portable Gaming Monitor, 1080P FHD USBC HDMI, External Second Screen for Laptop, PS5",119.$.99,4.5,11.0,,./index8_files/c3da30b5-4359-4a72-a314-52d74e797507.6a128141ce14e667f5d527513fe893e7.jpeg
Verizon Apple iPhone 15 Pro 128GB Natural Titanium,26.$.37/month,4.6,7.0,,./index8_files/Verizon-Apple-iPhone-15-Pro-128GB-Natural-Titanium_79baf43f-cbc5-44b3-b066-5b7c88b6dfec.77e2bd5aadd90f19f91b7846d14c2b0e.jpeg
"Monster LED 13ft Multi-Color Color Flow Light Strip, Customizable, Indoor, Corded Electric",16.$.99,4.4,89.0,,./index8_files/23d1a3f1-b8c7-4593-bafb-7fddda46d8f5.4cdbce33509d9318a0ca71f0330dbd15.jpeg
"Razer Kraken Kitty V2 USB Wired RGB Headset, Chroma Kitty Ears Stream Reactive Lighting, Quartz Pink",99.$.00,4.5,29.0,,./index8_files/898535a9-4026-4797-9d33-75f35033bba2.9404e0f697c8c9ea741abad434768bea.jpeg
"Samsung Galaxy S24 256GB Unlocked Android Cell Phone with 50MP Camera, Marble Gray",859.$.99,3.7,60.0,,./index8_files/0baff90c-01ae-4485-ab85-f81ccca9f974.d0848585981ca88f555922e5a3a3ed8b.jpeg
MP 101-1008P01 Glance Pro 15.6-In. Touch-Screen Display Monitor,390.$.78,4.5,51.0,,./index8_files/43cb5ec2-3ad2-4b4d-8389-52c9a2a8d3cb.d944c5bb3735ea76d5ced92ab1c29a64.jpeg
"Singing Machine Sing Cast Max Stand-Alone Karaoke Machine, Stand, & LED Lights, Black, SMC2035",115.$.79,4.4,37.0,,./index8_files/62ee8709-2821-47c9-bbd8-fcd77ec91fb8.7f63818c1fb926637d2681f46160b382.jpeg
Epson EpiqVision Flex CO-FH02 Smart Portable Projector,549.$.99,4.6,20.0,,./index8_files/f568acb8-ccd4-4c27-a0c7-0095f44ecaf3.9d0570980c514234c10ff065710125f4.jpeg
"Samsung Galaxy S24 256GB Unlocked Android Cell Phone with 50MP Camera, Cobalt Violet",896.$.99,3.5,61.0,,./index8_files/bbb10e09-ec02-4bc6-8cbb-2f2cd8b1d848.677bb3578997f1d757ef18a975919587.jpeg
Beats Solo Buds - True Wireless Earbuds - Transparent Red,79.$.95,,,,./New in Tech - Walmart.com_files/Beats-Solo-Buds-True-Wireless-Earbuds-Transparent-Red_15c4cd88-4d8c-4d78-84e9-9f3e06893da7.9a5128c504e53773e3df0ef2efca3d76.png
Sonos Ace Wireless Noise Canceling Headphones (Black),449.$.00,,,,./New in Tech - Walmart.com_files/Sonos-Ace-Wireless-Noise-Canceling-Headphones-Black_cd530d14-bf5b-4f54-a4cf-762f9fb275eb.04b71ebb29ef5ad5661e639a2fb13a09.jpeg
HP Envy X360 15.6 inch Touch 2-in-1 Laptop Intel Core Ultra 7-155U 16GB RAM 512GB SSD Mineral Silver Aluminum,849.$.00,,,,./New in Tech - Walmart.com_files/60b3aefb-36b4-482c-a7be-8e31fa97c3ab.e471ef99d465ad8c91a93281cf5fb5b2.jpeg
