Item,Price,Rating,Number_of_reviews,Status,Image_link
"Singing Machine Sing Cast Max Stand-Alone Karaoke Machine, Stand, & LED Lights, Black, SMC2035",115.$.79,4.4,37.0,,https://i5.walmartimages.com/asr/62ee8709-2821-47c9-bbd8-fcd77ec91fb8.7f63818c1fb926637d2681f46160b382.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
Epson EpiqVision Flex CO-FH02 Smart Portable Projector,549.$.99,4.6,20.0,,https://i5.walmartimages.com/asr/f568acb8-ccd4-4c27-a0c7-0095f44ecaf3.9d0570980c514234c10ff065710125f4.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Samsung Galaxy S24 256GB Unlocked Android Cell Phone with 50MP Camera, Cobalt Violet",896.$.99,3.5,61.0,,https://i5.walmartimages.com/asr/bbb10e09-ec02-4bc6-8cbb-2f2cd8b1d848.677bb3578997f1d757ef18a975919587.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"SAMSUNG 32"" Smart Monitor M7 (M70D) 4K UHD with Streaming TV, Speakers and USB-C",399.$.99,,,,https://i5.walmartimages.com/asr/b8469dad-9f08-4fdf-a685-b499f060f079.a0006f71cc35ee2ea5151413bf93f24b.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"SteelSeries Arena 7 Illuminated 2.1 Gaming Speakers  2-Way Speaker Design  Powerful Bass, Subwoofer  Reactive RGB Lighting  USB, Aux, Optical, Wired  Bluetooth  PC, PlayStation, Mobile, Mac",299.$.00,4.9,17.0,,https://i5.walmartimages.com/asr/8ac4a5bb-d69e-401f-b7fe-1ea538617713.3fc15b450e41b877f33599da40a4240e.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Hisense 65-Inch Class U6 Series Mini-LED ULED 4K UHD Google Smart TV (65U6N) - QLED Quantum Dot Color, Dolby Vision, Full Array Local Dimming, Game Mode Plus",598.$.00,5.0,8.0,,https://i5.walmartimages.com/asr/f1baa20f-55ca-45da-a2af-9ed4e574c93b.7f41dff70fa9d246cb3870dbf0822a08.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
Motorola Edge 2023 8/256GB (Unlocked),406.$.05,4.0,39.0,,https://i5.walmartimages.com/asr/39159c38-14e9-44ef-956a-b5b21038d632.f9e0150f9e0f056e09002c4c7a4122ee.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
MSI Summit 13.3 inch Touch 2-in-1 Laptop Intel Core Ultra 7-155H Intel Evo Edition 16GB RAM 1TB NVMe SSD Stylus Included Black,999.$.00,,,,https://i5.walmartimages.com/asr/cc99f9b1-58b6-4f74-ba49-f128173b8014.0ceaab11337926b28e6ad0b30678584e.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Straight Talk Apple iPhone 15 Plus, 256GB, Green - Prepaid Smartphone","1,029.$.00",2.1,7.0,,https://i5.walmartimages.com/asr/8b2589ee-408b-4336-a4e3-998c6f47826d.d70e1d2b0e1c822cd8d1b8f6cfbc8cbe.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"TCL 55"" Q Class 4K UHD HDR QD-Mini LED Smart TV with Google TV (NEW 2024)  55QM751G",698.$.00,,,,https://i5.walmartimages.com/asr/97c7fb31-3252-4a7f-a8f9-d0eae81608ca.b161f5a98aa86aba74eddf737f45f484.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
moto g stylus 5G 2023 256GB (Unlocked),295.$.00,4.2,72.0,,https://i5.walmartimages.com/asr/78b9bb5f-94a6-4390-9257-5b0b73adcecb.391a83e7ae814e0305931a6012273867.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Razer Cobra Pro Lightweight Wireless PC Gaming Mouse with Razer Chroma RGB, Customizable Controls, 77g, Black",109.$.99,4.8,23.0,,https://i5.walmartimages.com/asr/d00c5c3d-f3fc-48a6-b1d8-49b223778807.c72c5b3a425efcf1940f833032f8b274.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"eufy Security Smart Lock C210 5-in-1 Keyless Entry Door Lock, Built-in Wi-Fi, No Bridge Required",79.$.98,3.0,2.0,,https://i5.walmartimages.com/asr/1057d6a0-f9bb-497b-9cce-4eb72de023f5.8575d89774d228bf3352dcb59f485854.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Hisense 55-Inch Class U8 Series Mini-LED Pro+ ULED 4K UHD Google Smart TV (55U8N) - QLED Quantum Dot Color, Dolby Vision, Native 144Hz, Full Array Local Dimming, Motion Rate 480",798.$.00,4.2,5.0,,https://i5.walmartimages.com/asr/3a08d34b-cc0b-4c4c-8649-b65503857b65.83fe8a32dd5a32a3d5d4b9d3bf8c5516.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"TCL 65"" Q Class 4K UHD HDR QD-Mini LED Smart TV with Google TV (NEW 2024)  65QM751G",898.$.00,,,,https://i5.walmartimages.com/asr/b26d9974-13b3-44a5-aee0-39445c7086c2.3367310158c0fcd09d7c9a038dbd76d7.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"SteelSeries Apex Pro TKL Wireless Mechanical Gaming Keyboard  Tenkeyless  RGB  USB-C - PC, Mac",189.$.99,4.4,7.0,,https://i5.walmartimages.com/asr/05c5747a-bb7e-4186-abf5-f4e70861608f.2ea0afe85ba948514d49ea67c0dc94e7.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"eufy Security SoloCam S230 Wireless 2K Solar Powered Camera w/Spotlight, No Monthly Fee",129.$.99,4.8,23.0,,https://i5.walmartimages.com/asr/e922cf53-70b9-4f6e-91d9-a5a5a249c05b.5b93a2fab39b6de083cdcc623b888967.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"SAMSUNG 27"" Smart Monitor M5 (M50D) FHD with Streaming TV and Speakers",279.$.99,,,,https://i5.walmartimages.com/asr/b1cc1d90-cc38-4f2b-8524-f9c513ff213f.e5b5cbdb4e93210f86c42a2211f904db.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"TCL 75"" Q Class 4K UHD HDR QLED Smart TV with Google TV (NEW 2024)  75Q651G",698.$.00,,,,https://i5.walmartimages.com/asr/c269f1ed-b33b-4b69-a9f7-f6a2eda5c26c.184ca52430ba14a45e309f1014de71ce.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"j5create USB-C Dual 4K HDMI Dock Without PD 3.1 Pass Through Charging (5.12x5.12 in and 14.7 oz), JCD3198",86.$.99,4.3,21.0,,https://i5.walmartimages.com/asr/534c3a1c-b97a-445d-adbc-2134fdb936e6.57a590701f898d33d07a4bfb94913f28.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Straight Talk Apple iPhone 15, 128GB, Yellow - Prepaid Smartphone",829.$.00,5.0,1.0,,https://i5.walmartimages.com/asr/330f7f9a-2b2c-4cdf-9746-d96a5d455211.b43f1a112efa664d81ab0318d37b848e.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Mobile Pixels Inc. Geminos 1080p 24-In. Dual-Screen Desktop Monitor, 116-1001P01",695.$.42,3.6,40.0,,https://i5.walmartimages.com/asr/e799684f-ac38-4a42-8b4d-dfd2fceede5b.bf3e0ab130988977505c514605d7344f.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
Hisense 50-Inch Class A7 Series Dolby Vision HDR 4K UHD Google Smart TV (50A7N),248.$.00,4.9,23.0,,https://i5.walmartimages.com/asr/48bcb534-b73d-4697-b9b5-87483e575b4d.ce20de86c67452056480e5938e4934d6.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Microsoft Surface Laptop Copilot+ PC 13.8"" Touchscreen Snapdragon X Plus Processor 16GB Memory 256GB SSD (7th Edition) Platinum",999.$.99,,,,https://i5.walmartimages.com/asr/8e6e0a02-25d3-4bc7-a263-cc109a8c8e24.7d136fbc214783d8159559dfb64f03e9.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"MP TRIO 2.0 13.3-In. 1080p Portable Laptop Monitors, 101-1003P04",384.$.19,,,,https://i5.walmartimages.com/asr/2bd33532-5833-4961-9f86-2d2f4db3bd2f.06484d0d1ba0a58c6cd41defd98a52c1.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"TCL 50"" S Class 4K UHD HDR LED Smart TV with Google TV (NEW 2024) - 50S551G",258.$.00,,,,https://i5.walmartimages.com/asr/32428734-7857-4a2a-ab09-76b1993afe55.2b7ce1d1d6c109818ba80a1f3988d38e.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Razer Naga V2 HyperSpeed Wireless MMO Gaming Mouse for PC, 19 Buttons, 2.4GHz, Bluetooth, Black",99.$.99,4.4,23.0,,https://i5.walmartimages.com/asr/1896545a-9013-4b97-8c9d-5095629dd45c.2827c6d7903b14682522578cc6bdd223.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"TCL 50"" Q Class 4K UHD HDR QLED Smart TV with Google TV (NEW 2024)  50Q651G",348.$.00,,,,https://i5.walmartimages.com/asr/740d9672-ec93-437a-9d9c-9cae7d9db62e.c18e9b73f6d6f6ad46d8ed8f70155a81.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"j5create USB-C Dual 4K HDMI 10Gbps Mini Dock (2.24x5.8in and 4oz) 100W, JCD398",85.$.00,4.6,20.0,,https://i5.walmartimages.com/asr/2b969f4d-5321-4579-9181-c88aac50c9e4.e49d492b5f29170c8bf7076a9813bad1.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Microsoft Surface Pro Copilot+ PC Touchscreen 13"" LCD Snapdragon X Plus Processor 16GB RAM 256GB SSD (11th Edition) Platinum",999.$.99,,,,https://i5.walmartimages.com/asr/8b0767c1-3020-4663-9eaf-d1ea5abde4df.99c2a326ddfb7cbbbd7d6952acc89ea8.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Arzopa 15.6'' 144Hz Portable Gaming Monitor, 1080P FHD USBC HDMI, External Second Screen for Laptop, PS5",119.$.99,4.5,11.0,,https://i5.walmartimages.com/asr/c3da30b5-4359-4a72-a314-52d74e797507.6a128141ce14e667f5d527513fe893e7.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
Verizon Apple iPhone 15 Pro 128GB Natural Titanium,26.$.37/month,4.6,7.0,,https://i5.walmartimages.com/seo/Verizon-Apple-iPhone-15-Pro-128GB-Natural-Titanium_79baf43f-cbc5-44b3-b066-5b7c88b6dfec.77e2bd5aadd90f19f91b7846d14c2b0e.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Monster LED 13ft Multi-Color Color Flow Light Strip, Customizable, Indoor, Corded Electric",16.$.99,4.4,89.0,,https://i5.walmartimages.com/asr/23d1a3f1-b8c7-4593-bafb-7fddda46d8f5.4cdbce33509d9318a0ca71f0330dbd15.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Razer Kraken Kitty V2 USB Wired RGB Headset, Chroma Kitty Ears Stream Reactive Lighting, Quartz Pink",99.$.00,4.5,29.0,,https://i5.walmartimages.com/asr/898535a9-4026-4797-9d33-75f35033bba2.9404e0f697c8c9ea741abad434768bea.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Samsung Galaxy S24 256GB Unlocked Android Cell Phone with 50MP Camera, Marble Gray",859.$.99,3.7,60.0,,https://i5.walmartimages.com/asr/0baff90c-01ae-4485-ab85-f81ccca9f974.d0848585981ca88f555922e5a3a3ed8b.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
MP 101-1008P01 Glance Pro 15.6-In. Touch-Screen Display Monitor,390.$.78,4.5,51.0,,https://i5.walmartimages.com/asr/43cb5ec2-3ad2-4b4d-8389-52c9a2a8d3cb.d944c5bb3735ea76d5ced92ab1c29a64.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Singing Machine Sing Cast Max Stand-Alone Karaoke Machine, Stand, & LED Lights, Black, SMC2035",115.$.79,4.4,37.0,,https://i5.walmartimages.com/asr/62ee8709-2821-47c9-bbd8-fcd77ec91fb8.7f63818c1fb926637d2681f46160b382.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
Epson EpiqVision Flex CO-FH02 Smart Portable Projector,549.$.99,4.6,20.0,,https://i5.walmartimages.com/asr/f568acb8-ccd4-4c27-a0c7-0095f44ecaf3.9d0570980c514234c10ff065710125f4.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Samsung Galaxy S24 256GB Unlocked Android Cell Phone with 50MP Camera, Cobalt Violet",896.$.99,3.5,61.0,,https://i5.walmartimages.com/asr/bbb10e09-ec02-4bc6-8cbb-2f2cd8b1d848.677bb3578997f1d757ef18a975919587.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
Honeywell 2-in-1 Pack Power Strips - 6 AC Outlets Surge + 3 AC 2 USB Strip (1 USB-A + 1 USB-C 2.1A) - Pink,21.$.98,5.0,10.0,,./index4_files/Honeywell-2-in-1-Pack-Power-Strips-6-AC-Outlets-Surge-3-AC-2-USB-Strip-1-USB-A-1-USB-C-2-1A-Pink_90f8f1de-e791-415a-9e8c-57a48405e62e.63fb4b540ec467c1f27aa1d017224a6a.jpeg
SAMSUNG 55 Class S90D OLED Smart TV QN55S90DAFXZA 2024,"1,597.$.99",4.9,32.0,,./index4_files/62429bfb-31be-45de-997e-5cab570fc633.618a024bab6aa1b586e6a6dddbb31709.jpeg
Mobile Pixels 101-1003P01 Trio Portable 12.5 Inch Monitor Extension for Laptops,179.$.99,4.3,612.0,,./index4_files/Mobile-Pixels-101-1003P01-Trio-Portable-12-5-Inch-Monitor-Extension-for-Laptops_9f9c8afa-fdbf-4ca4-b518-abc80c73b5bf.3b06657be3413dc983ed548b6d0081f0.jpeg
"Samsung Galaxy Tab S9 11"" Tablet, 128GB, Android, Graphite",657.$.00,4.8,317.0,,./index4_files/Samsung-Galaxy-Tab-S9-11-Tablet-128GB-Android-Graphite_05560228-0370-4126-a308-06a1c2eae2a1.4f893309a7250352a893610ee121a164.jpeg
SAMSUNG 55 Class QN85D NEO QLED 4K Smart TV QN55QN85DBFXZA 2024,"1,197.$.99",4.9,56.0,,./index4_files/933ec437-6800-446d-bf56-45d73eaf2f06.1fa9b8fa3127f1bd8f23af1befb98030.jpeg
"Monster LED 100ft Multicolor Light Strip, Indoor, Bedrooms, Remote Control, Corded Electric",28.$.88,3.9,1235.0,,./index4_files/d71e80b7-61b5-49e7-ac8c-5fab08eb98f9.7a91b2b59d2d0c35f9cbc88765587387.jpeg
Logitech MX Mechanical Wireless Illuminated Performance Keyboard,132.$.97,2.0,4.0,,./index4_files/Logitech-MX-Mechanical-Wireless-Illuminated-Performance-Keyboard_f1374237-9407-4e8e-9bae-bad881ca0a13.c6805d3d13ed1f1ed3c9637e4d36391d.jpeg
"SAMSUNG 75"" Class Q60DB QLED 4K Smart TV QN75Q60DBFXZA 2024",,4.9,48.0,,./index4_files/42abaded-1ae4-4436-9d18-f3d341e49528.230436c12562f17018fe7b8442218324.jpeg
"Samsung Galaxy S24 Ultra 256GB Unlocked Android Cell Phone with 200MP Camera, Titanium Gray","1,299.$.99",4.8,2206.0,,./index4_files/71c0c798-b95e-4f98-a0e6-861c120d62c4.d734b7b56042548bbf08c3e9df73dec4.png
"Belkin SoundForm Adapt Wireless Over-Ear Headset,Headphones for Work, Play, Gaming, & Travel with Built-in Boom Microphone - Compatible with iPhone, iPad, Galaxy, and More - Black",39.$.99,4.8,52.0,,./index4_files/a14ba42a-782a-47c9-8383-e789dee6a370.c69d7f0ac3035801676e730967227e7b.jpeg
"Logitech G Pro X Superlight 2 Lightspeed Wireless Gaming Mouse, Lightweight, Black",128.$.00,,,,./index4_files/9d25ad65-1d7a-43cc-aef9-e4c97e13cf3a.502d0a94948b7b5142ae22488d59ebdd.png
"TCL 40"" Class S Class 1080p FHD HDR LED Smart TV with Google TV, 40S350G",148.$.00,4.1,218.0,,./index4_files/9d180f10-8379-492f-a49d-e827a8e72dc8.96d1a88d52046c547b437c4203ebcaaa.jpeg
Mobile Pixels 101-1004P01 Trio Portable 14 Inch Monitor Extension for Laptops,189.$.95,4.2,621.0,,./index4_files/Mobile-Pixels-101-1004P01-Trio-Portable-14-Inch-Monitor-Extension-for-Laptops_5db9bf49-6676-4316-9b27-6dc3304d2766.b7cd809529346c0b8fed11a9d7ed22e4.jpeg
Verizon Apple iPhone 15 Pro Max 256GB Natural Titanium,29.$.14/month,4.3,6.0,,./index4_files/Verizon-Apple-iPhone-15-Pro-Max-256GB-Natural-Titanium_43b58742-b6ad-491a-a795-e6c2eb6bcc6f.d6fa026332e1941b129f607c592844ab.jpeg
SAMSUNG 65 Class DU8000B Crystal UHD 4K Smart TV UN65DU8000BXZA 2024,648.$.00,4.5,86.0,,./index4_files/2d1135cf-f51d-4bb1-82d0-78058990e5c0.b1340be90ca5fc99a55223680a230d6c.jpeg
AT&T Apple iPhone 15 Pro Max 256GB Natural Titanium,29.$.14/month,4.1,9.0,,./index4_files/AT-T-Apple-iPhone-15-Pro-Max-256GB-Natural-Titanium_43b58742-b6ad-491a-a795-e6c2eb6bcc6f.d6fa026332e1941b129f607c592844ab.jpeg
"Roku 50-Inch Select Series 4K HDR Smart Roku TV with Roku Enhanced Voice Remote, Brilliant 4K Picture, Automatic Brightness, & Seamless Streaming",248.$.00,4.4,167.0,,./index4_files/fcbcdcb4-ce52-4bd6-9b8d-d5b51872ecb3.1d07fc261defb3bdca540634f8e6a0ad.jpeg
"Bose QuietComfort Headphones Noise Cancelling Over-Ear Wireless Bluetooth Earphones, Black",349.$.00,4.7,359.0,,./index4_files/Bose-QuietComfort-Headphones-Noise-Cancelling-Over-Ear-Wireless-Bluetooth-Earphones-Black_b4f60e4d-0971-42d4-a487-bbe631927fb0.b8b79c4c2e8326b3f7f0d2388c25b697.jpeg
"TCL 85"" S Class 4K UHD HDR LED Smart TV with Google TV (NEW 2024) - 85S551G",798.$.00,,,,./index4_files/4ab089af-800c-4a33-ba4f-2231b0e7cb43.8d0ac24476d5e2030c5c0f51028442bb.jpeg
"Razer Seiren Mini USB Ultra Compact Condenser Microphone for Streaming and Gaming on PC, Black",42.$.50,4.5,135.0,,./index4_files/0f4fb55c-82e4-4d04-91f7-f28c264b2d93.99c030728a11cf21eaef3834be4cdeba.jpeg
HP Chromebook X360 14 inch FHD IPS Touch 2-in-1 Laptop Intel Processor N100 4GB RAM 64GB eMMC Sky Blue,279.$.00,4.3,9.0,,./index4_files/383a420a-aabf-4aec-80e2-403238eefed1.da0d8583786edcfa7ae8047341285b72.jpeg
SAMSUNG 65 Class LS03D The Frame QLED HDR QN65LS03DAFXZA 2024,"1,897.$.99",4.6,44.0,,./index4_files/96597279-fad3-4c71-912d-80f0ad6229ae.74f8762fdf2b675b319fbc29a9797dd0.jpeg
"SteelSeries Apex Pro TKL Wireless Mechanical Gaming Keyboard  Tenkeyless  RGB  USB-C - PC, Mac",189.$.99,4.4,7.0,,./index4_files/05c5747a-bb7e-4186-abf5-f4e70861608f.2ea0afe85ba948514d49ea67c0dc94e7.jpeg
"Hisense 55-Inch Class U8 Series Mini-LED Pro+ ULED 4K UHD Google Smart TV (55U8N) - QLED Quantum Dot Color, Dolby Vision, Native 144Hz, Full Array Local Dimming, Motion Rate 480",798.$.00,4.2,5.0,,./index4_files/3a08d34b-cc0b-4c4c-8649-b65503857b65.83fe8a32dd5a32a3d5d4b9d3bf8c5516.jpeg
"Bose QuietComfort Ultra Wireless Noise Cancelling Bluetooth Headphones, Black",429.$.00,4.7,535.0,,./index4_files/Bose-QuietComfort-Ultra-Wireless-Noise-Cancelling-Bluetooth-Headphones-Black_4a17732c-c548-4d96-af9c-ebb490efd56b.24ccd50051e17a63c1b4ed144ba13956.jpeg
MP 101-1008P01 Glance Pro 15.6-In. Touch-Screen Display Monitor,390.$.78,4.5,51.0,,./index4_files/43cb5ec2-3ad2-4b4d-8389-52c9a2a8d3cb.d944c5bb3735ea76d5ced92ab1c29a64.jpeg
SAMSUNG 50 Class QN90D Neo QLED 4K Smart TV QN50QN90DAFXZA 2024,"1,397.$.99",4.8,47.0,,./index4_files/a28f3fe2-f39d-411f-b5a8-6e3b189ad9d5.2ae44690fcb50f240fc38763b081ee69.jpeg
"TCL 98"" Q Class 4K UHD HDR QD-Mini LED Smart TV with Google TV (NEW 2024)  98QM851G","4,998.$.00",,,,./index4_files/3df0c533-acdb-4f34-b8ce-66cc3d03c98f.8b79e0370d4b26b5a91131d7c4db0626.jpeg
"Logitech Wireless Presenter R400, Wireless Presentation Remote Clicker with Laser Pointer, Black",23.$.99,4.6,40.0,,./index4_files/90ad4bcb-0f7c-4184-a8e3-b26fcb4a28c4_1.b30011dac9578734baf7e34ff6536433.jpeg
"MobileX SIM Card Starter Kit, No Airtime - Prepaid",9.$.88,3.7,61.0,,./index4_files/9a12fce7-e446-406d-b948-d9fc56e53adf.3ea167a48ac5e95dcaa666f532f284cd.jpeg
"TCL 43"" Q Class 4K UHD HDR QLED Smart TV with Google TV (NEW 2024)  43Q651G",278.$.00,5.0,1.0,,./index4_files/97020acc-63ed-4737-9719-e7f7d8d1c069.cb07b77da7dd9118e6562fdcae94bda8.jpeg
"Bose QuietComfort Ultra Wireless Earbuds, Noise Cancelling Bluetooth Headphones, Black",299.$.00,4.4,1084.0,,./index4_files/Bose-QuietComfort-Ultra-Wireless-Earbuds-Noise-Cancelling-Bluetooth-Headphones-Black_7c5b6e04-a3ce-49fb-9331-9789add5621c.3ab90d2d610b5aad78b59882059d66ae.jpeg
"Asus ZenScreen MB166C 16"" Class Full HD LCD Monitor, 16:9, Black",119.$.99,4.0,24.0,,./index4_files/658a8872-8380-4c5a-bf6e-300fcd52a1a2.f8b636d3a7ec3d51ebcad1dc05ef0e43.png
Apple Watch Series 9 With Blood Oxygen. GPS + Cellular 45mm Midnight Aluminum Case with Midnight Sport Loop.,429.$.00,4.5,329.0,,./index4_files/Apple-Watch-Series-9-With-Blood-Oxygen-GPS-Cellular-45mm-Midnight-Aluminum-Case-with-Midnight-Sport-Loop_655a5853-7127-453a-bda2-177b80f6c342.3a1ed6c9f9e140aa2aa7718323313f26.jpeg
"TCL 85"" Q Class 4K UHD HDR QD-Mini LED Smart TV with Google TV (NEW 2024)  85QM851G","2,498.$.00",,,,./index4_files/81478d36-b220-4392-aff7-62f8a3d66441.c11d12e090170bb58598e79189b19b32.jpeg
"eufy Security Smart Lock C210 5-in-1 Keyless Entry Door Lock, Built-in Wi-Fi, No Bridge Required",79.$.98,3.0,2.0,,./index4_files/1057d6a0-f9bb-497b-9cce-4eb72de023f5.8575d89774d228bf3352dcb59f485854.jpeg
